"b1","b2","b3","b4","b5","b6","psi","rho","tau","sigma_dem","sigma_env","SO_0","IO_0","delta","SB1_0","SB2_0","SB3_0","SB4_0","SB5_0","SB6_0","loglik","loglik.se"
3.28443112253435,0.863340631653366,1.38049597083231,6.61709584099124,4.96085220971415,2.80225017657014,0.00265346988369075,0.0125862068965517,0.00132510852438484,0.0479724741006322,0.46529023033303,0.108754385480688,0.0013606383490828,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.160818983485,0.0917009910360362
3.3590068412828,-0.739179507568874,1.54960644062705,6.2028365126541,5.06242038178573,2.53160320384155,0.00225056685435851,0.0136206896551724,0.00174049605292315,0.0396422458158264,0.494691462548311,0.133254960277891,0.00167490357840303,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.166699680861,0.111708465424965
3.54400156618622,-0.700799153656571,0.926275920378473,6.52094429806017,4.96398595320364,2.68842743150696,0.00289634497475974,0.0125862068965517,0.000953368622890025,0.0484151605253885,0.443539044062623,0.117901081546218,0.00224373382258493,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.190384818143,0.118689726492204
2.70447443191076,1.58562346667508,1.40073530269629,6.24738778097778,4.74523945476219,2.88625693322701,0.00196339105611931,0.0141379310344828,0.0019592008464258,0.0382054331163106,0.45769608210284,0.146019982865813,0.000394571258883032,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.215251185837,0.149944817424534
3.20689232551838,1.24954404488197,1.74692982312586,6.43433030389834,4.89469000008159,2.75222874662756,0.00209180973684983,0.0124142671443681,0.00188442013424444,0.0445691260364885,0.438174839895965,0.134778563592492,0.000558952414642332,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.219599324297,0.125080474833178
3.03894894224242,0.73070681594742,1.24239583391682,6.38635639525284,4.7259387612399,2.70906229285532,0.00201563214057217,0.0141379310344828,0.00137895002595138,0.0409220007676319,0.484833749687468,0.152183744589473,0.0012220856432323,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.223836636229,0.104215098285411
3.03521042815223,1.44957541456072,1.66749416338215,6.16331083188028,4.84069087415865,2.55885652610626,0.00170940224019809,0.013456793284672,0.0010339074901667,0.040129573805703,0.471420773372271,0.166003392917,0.000732520997573092,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.23297222415,0.151556620557243
3.34629560304974,0.00747747092361572,2.13954640098309,6.11474555146142,5.11630757503524,2.60813343836693,0.00233331844942402,0.0124733108683791,0.000934766716653777,0.0465316323093978,0.461733467157801,0.122383783536965,0.000322333922402993,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.236313538694,0.229044040398999
3.62540134597987,-0.153280374742477,1.99454007400178,6.32274514129259,5.07565462857446,2.62871154220703,0.00281973076786941,0.0113517968500208,8.91582154857566e-07,0.0477412828553328,0.460144948095798,0.117339975022546,0.000901307409574414,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.23942616256,0.112337905088655
2.77151831991239,0.713651194682491,1.13623623347525,6.25175702857135,4.65734419757858,2.55739018581797,0.00128967998002934,0.0187931034482759,0.00194900914443575,0.03058899393212,0.484267689064665,0.169428141950309,0.000603580104448166,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.239771667856,0.137936975352043
3.96665659508906,-2.77789723752482,1.51840328715664,6.48574636258393,5.08560754652687,2.54765510657108,0.00285821532310071,0.0125862068965517,0.00152139023001316,0.0478041096921266,0.447145068381284,0.106660163729288,0.00229009941107164,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.242591072536,0.0591637327657262
3.35027320073525,-1.12891125965325,1.17759777104043,6.27073124734267,4.84593829170277,2.45437082542489,0.00167408168473253,0.0156896551724138,0.00191868753173925,0.0380260376236994,0.443642941442808,0.151878327092844,0.00138598842343765,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.249179139073,0.110363803469243
2.91782601166875,0.215493247930856,1.56798935813873,6.18748777635016,4.83612750451828,2.60015554427392,0.00160079271493912,0.0144542490973701,0.00171181586132758,0.0311864975445052,0.493231965202476,0.160085370265016,0.000347986274400598,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.252861808971,0.118109777759423
2.93163093505016,-0.343434021100733,1.18853902671404,6.15483295629048,4.74369574171877,2.47361688709413,0.00149004882126874,0.0182758620689655,0.00254561853760193,0.0326887991565057,0.472204465490948,0.165550318222675,0.000972712223279767,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.254057997489,0.119124246064031
3.6202247197392,-1.10433849284038,1.57065416310813,6.31520849338681,5.03701045068733,2.67174907880991,0.00291584980338192,0.0120011040897988,0.00196919534362916,0.0474508623149559,0.420697009304839,0.112687200471718,0.00129979258704896,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.268875133722,0.114933943384242
3.2305025815326,-0.924374152582999,1.57944088208359,6.35028198358241,4.91780907440791,2.61584150114672,0.00248239806418503,0.0125862068965517,0.00192912740890488,0.0467364297006338,0.428532961859276,0.138350118229458,0.00253173741694119,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.269639234573,0.104709226921499
3.39828468138919,-2.16506813664353,1.38450794070626,6.32226609491544,4.98145016488854,2.53917118292914,0.00229834264009556,0.0131034482758621,0.00136209528454175,0.0430658223136181,0.446000550395109,0.149553558226573,0.00152618099429611,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.277301759702,0.143049623821471
3.144790814888,0.146223147708334,1.92587744994129,6.3828730637103,4.93560978263868,2.78735970445598,0.00251865550599254,0.0120689655172414,0.000490392164774864,0.0438335746245872,0.493889322848136,0.122219044555695,0.000825676967816239,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.286464543233,0.087125885315721
3.30438631565232,0.0841136781019534,1.08996702678721,6.34621999759725,4.89694290282633,2.54010132781685,0.00222732313618061,0.013056166795491,0.00136625842847767,0.0437421568918129,0.479371659181699,0.139905740646783,0.00117244447825672,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.28730513474,0.0655510541754718
3.37462806252779,0.460323010041869,1.07333860235618,6.39141003158659,5.09439997407156,2.56854016012999,0.0026629210688182,0.0120689655172414,0.000305718571985834,0.0442527682005201,0.505614375503593,0.126832378816715,0.00162618338730541,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.297930772104,0.14874468098798
3.12586603905187,1.45946887985863,1.710183004284,6.6115092296945,4.9127891700506,2.89699010371681,0.00261798427070398,0.011551724137931,0.000562233339662338,0.0486446900093257,0.48244938507779,0.117159773212793,0.000604266953307846,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.31622054793,0.202837074878873
3.8092235843619,-4.53440329808357,1.59122024584241,6.14344079873105,5.01512690577846,2.43097571195305,0.00242184627226401,0.0136206896551724,0.00144997743411652,0.0445668221110566,0.45486088575571,0.135045809419113,0.00119452097180435,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.320156090948,0.121884174392277
2.64621048069637,2.22108624650423,1.54921587218942,6.28303201874498,4.76992004629726,2.71863834680001,0.00161220774930238,0.0138255187945067,0.00215468654968869,0.035781463886339,0.452997997639716,0.149539859645036,0.000654183683891564,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.331882099186,0.117770412734898
3.7803195568387,-3.98926616437858,1.98234755789373,5.85946867377655,4.95696724262397,2.22812825432012,0.00205526186932705,0.0136206896551724,0.00128456975215999,0.0399621056652615,0.444863325151331,0.169939324419642,0.000659442969829232,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.334432438326,0.113142749379795
3.29989337985845,-0.866133767541105,1.25534257695847,6.38747103233794,4.92528465737481,2.66454775640007,0.00297478450857089,0.0120689655172414,0.00152085797792852,0.0513143376981898,0.435530670254434,0.130553695620949,0.00198488422792807,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.340908151145,0.182818056035474
3.24085395011902,-0.763534424873419,0.393690560542523,6.45117168821648,4.92426808487944,2.64924542684349,0.00239673839697682,0.0136206896551724,0.00150789529353762,0.0430262073039912,0.452438628475144,0.137132392178224,0.00169502539959178,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.343914943476,0.124041185717393
3.34636897157576,-1.46020155387611,1.17553722538918,6.08568285625687,4.87865661154147,2.21007256335897,0.00138076772378303,0.0177586206896552,0.00211317263110558,0.0334386383471671,0.455331380029357,0.180923093749782,0.000875149993985232,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.353060514659,0.0850848675397887
3.04534482894971,1.9996145858096,1.64068710977781,6.44033544508403,4.94879001403659,2.72436043380206,0.00215368383130901,0.0131034482758621,0.00170907269793157,0.0391581896519463,0.473674096404669,0.120346643864747,0.000858756149480134,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.354860170808,0.0591693776458572
2.88410212014908,1.48507551204849,0.844116925680181,6.40880426336767,4.76498680650867,2.5779476477517,0.00161438912465854,0.0151724137931035,0.00108417072593807,0.0367852503481544,0.488871618273867,0.158575806594886,0.000523456393329896,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.358561711776,0.106562453132561
3.48987040944288,-0.673264829491339,0.892734757246263,6.33883015291849,4.91084388435001,2.50475819095979,0.00208461839049454,0.0146551724137931,0.00172842472061742,0.04167738362422,0.460811366029176,0.135424042381753,0.000998080569799368,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.361767695802,0.161509786884545
2.86592523231006,2.07266788138499,1.1238847396941,6.6708581804484,4.82125042532131,3.01375728824113,0.00264660673073328,0.0120970466971626,0.00135260921208907,0.043584501455962,0.465270379771914,0.110746781797809,0.0012706679614892,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.376645325862,0.120534227798
2.89790070601219,-0.194207113563407,0.927108016851425,6.25421709044579,4.86570188967016,2.58491646216905,0.00193984206569495,0.0146324623703433,0.001551493728003,0.0372433958648605,0.460421533561407,0.166160145827479,0.000827312619872236,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.378834170405,0.103799611873131
3.05852636284508,-0.476517912018581,1.78585153276475,6.01013379051053,4.71076009787831,2.33153739004515,0.00113595445547831,0.0193103448275862,0.00236996338862354,0.0306469945050467,0.457149774596571,0.187581276278103,0.000355183488476062,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.397034953775,0.109040227414855
3.60860477785843,-1.94011924905574,1.60495717647056,5.88669040464962,5.13115564071254,2.19936864921716,0.00159079134398438,0.0162068965517241,0.00157505936023202,0.0310653702193027,0.509461892055397,0.160193058921049,0.00118615230459864,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.402279856641,0.103823200683229
3.40012628932445,-1.91776405837827,1.10044935875017,6.06445948472684,4.8044978386968,2.17506916039196,0.00130044677097208,0.0193103448275862,0.00146794672604596,0.0306410993909725,0.465255176159513,0.1904436435147,0.000841567661114079,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.416985937432,0.0821169787684235
2.7446560276477,1.30991924247221,1.36751505549497,6.3168591927415,4.67992957310756,2.66971923254325,0.00170862944264987,0.0144741602271715,0.00215711043432431,0.034064045886194,0.501524021383408,0.155186929389352,0.00066392243229615,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.432427863437,0.167639912485511
3.78920845299765,-4.11814496772305,0.976534423570203,6.07493856304652,4.95618754395107,2.20564721995797,0.0021340576464301,0.0146801515693704,0.0018665050340954,0.0406334322143079,0.452218952461745,0.161001664809902,0.00172161099791778,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.433058397899,0.165893212254165
3.10898600946119,1.48750170353548,2.27537901924346,6.40222009514734,5.061712107496,2.90249158137941,0.00233639493685443,0.01151077109929,0.00161454401813971,0.0421063364703502,0.458220891584657,0.112444696148458,0.000578554391098269,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.44204037505,0.0925875926787752
3.17244453796079,0.3084245489088,1.57229393990201,6.2630087896388,5.00019314901708,2.46063675050522,0.00184950089712807,0.0141379310344828,0.00059645815343141,0.0340293999565934,0.508320720042992,0.144196470989865,0.000316948357782333,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.450709172924,0.128383249885232
2.65803090387944,1.58236906165435,1.9622542236941,6.02668895860941,4.85615979457175,2.60253605323475,0.00159754097348095,0.0137322782409101,0.00162251854805902,0.0362531312797183,0.449809848351491,0.172819004588585,0.000175376532866488,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.456156537717,0.114123894112698
2.91875393895767,-0.313804492664347,1.46619780289404,5.99638951641842,4.73735983871774,2.322767610112,0.00109885795824349,0.0198275862068965,0.00210980159209816,0.0277270710571574,0.504594980289253,0.195351781933531,0.000390652019199284,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.480407175176,0.108668170495828
3.0802625452184,-0.625310789376345,1.82313069433654,5.83234745626753,4.67569422107643,2.42341317192703,0.00134990801162606,0.0168063497827184,0.00208766095255522,0.0310439704489317,0.445179791042481,0.193671080536459,0.00043149863457284,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.483893972554,0.145254645480408
2.74865257475664,1.63337273523279,0.734849836689741,6.76556266023757,4.65086025836283,3.06437281844185,0.0023506565334178,0.0122190353129494,0.00144586737705492,0.0455308341966847,0.472854275079545,0.133072476819153,0.00109817099355036,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.485968703901,0.0933093436997962
3.29615287344547,-0.180195309619894,1.17884466747191,6.56176865189726,5.00327201759865,2.8755131053482,0.00267805184058898,0.0118393697755498,0.000772352251424079,0.050322788114403,0.456162409999501,0.114830124788317,0.00172561269585651,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.501837051667,0.095320154093492
3.18471843015606,1.08032020215639,1.5187037486507,6.2479777911617,4.92129176678,2.63083939491114,0.00198503704952146,0.0127839168905393,0.00157221423462271,0.0410367673343367,0.485377685489021,0.151798759359196,0.00165861287473222,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.50336825899,0.11845839445432
3.68291206100541,-1.68657226378742,2.51676950833883,5.97616891985448,5.08843235191251,2.3353991454191,0.00222924699032489,0.0136206896551724,0.0020145687602021,0.0443573760203941,0.445391982116527,0.132550763867301,0.00073725593031051,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.529854235368,0.108056724134868
3.57639662302379,-1.1669543873104,1.10582705076871,6.21269482279212,4.9211810261674,2.21288199768051,0.00167431550894813,0.0156896551724138,0.00083875283997349,0.0352690932414223,0.496977350997683,0.167455672487148,0.00124342009866971,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.547818997767,0.151837902221442
3.1225517868437,0.624279390314567,1.31805344287429,6.51118796218441,5.01299208770929,2.96195574834477,0.00265084538692078,0.0118654099093089,0.000732806063897295,0.0457777999258273,0.506766815880133,0.113490416996191,0.00208304539299176,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.561382885439,0.111475205865329
3.51250733466444,-2.13023366637221,1.21648887127004,6.23915561087051,4.95271279080893,2.40809495062404,0.00195824822851709,0.0132408310185861,0.00108944031061565,0.0415357135402482,0.460530672322266,0.163428691402791,0.0011941450005834,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.567929324798,0.117122928480443
2.9563344371154,0.537745275463921,1.18309929836755,6.31622260696047,4.61495100866368,2.50758336859478,0.00167218375128626,0.0145955193306637,0.00102471498493686,0.0321923506471333,0.473666273963156,0.187156580749116,0.000851930535199572,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.569037220924,0.147618501733767
3.26167977032795,0.766002248584599,2.05089930614013,6.00384824256521,5.01589962111389,2.43917164309581,0.00176035625585989,0.0134692691622472,0.00154022636319329,0.0329661031882176,0.502929943028956,0.165718369187603,0.000434873464511314,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.570690774952,0.163676506931956
2.8630248355524,1.10951508228908,1.78909878001834,6.13564327670355,4.9993357773951,2.65222377744285,0.00167861537298626,0.0151724137931035,0.00183565467389864,0.0325153553852796,0.497814819252014,0.134468193017703,0.000763038578529233,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.591508005001,0.139652644884701
2.96370192893853,1.79472437833076,1.28813078418421,6.42344511058689,4.79465904146169,2.73650478233042,0.00199980480591977,0.012429185357354,0.00169139038380212,0.0354126606923792,0.494322153260134,0.150891062491863,0.00124611013419901,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.60572058938,0.0575119480146119
2.76523912414699,0.835043030375808,1.33271429071765,6.11372046629484,4.65526337520446,2.52025390693242,0.00133888541570822,0.0167241379310345,0.00168034113349677,0.0256962028426691,0.535638286612408,0.19283978994915,0.000274397641462103,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.606088254774,0.131324470491691
3.00813840266428,0.391153753917263,0.895039985154676,6.4950682741425,4.72770079535486,2.51222110378846,0.00174176898390761,0.0138255826474825,0.00108717693993409,0.0369971167591671,0.490651617619842,0.172191481638969,0.000486436413805699,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.60620117166,0.110270144309949
3.09860931486547,0.779463913148898,2.31203997444159,6.01329356569945,4.99286153801435,2.61439428293526,0.00213533294189147,0.012808830793089,0.000900944858491855,0.0456019814871247,0.473585013499051,0.150686471466042,0.00077789864947129,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.612672107978,0.0853173614577036
3.07341272991299,-1.21920958005117,0.744750631396206,6.16490830257227,4.51600403744448,2.30717505197156,0.0012786766244336,0.0182758620689655,0.00204028315712149,0.0312486181680314,0.463963761082972,0.217355610766628,0.000709089592708265,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.617892323518,0.10046587837791
3.21241655862901,-0.619582204938999,1.19554112703853,6.26160097564536,4.70735436492288,2.42574675261083,0.00158285790168363,0.0162068965517241,0.00172646704121296,0.0347834687069925,0.483825101011142,0.17920405657045,0.00146381431020969,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.625273237359,0.0918451485754497
2.65353675553754,1.29616969133141,0.821960706116898,6.30838503938229,4.52869039815906,2.56142502142425,0.00135438913129256,0.0154157489219508,0.00175414181591801,0.0354411173231298,0.444755264033259,0.192199926301379,0.000373465441710516,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.632235442203,0.152728139338687
2.88002601649011,1.30569637816148,0.779163498167836,6.33072392349492,4.80362374521729,2.74375904777488,0.0019738429561263,0.0135324517157646,0.00211675803781424,0.040676779773945,0.403909189276324,0.149100592197466,0.000704328980468708,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.632954346256,0.113576134910151
2.90291095534363,1.66790689117166,0.813392591042188,6.41087253189484,4.86154317511832,2.65015154323979,0.0019542932443732,0.0127544686354065,0.00109904494264211,0.0405495974454784,0.464543220617125,0.153418510098391,0.000664109827289392,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.636990315878,0.102151117648631
3.40575991678474,-1.69184748620391,1.5782688303493,5.76030079990449,4.91944641821424,2.01698198885076,0.0011274199904607,0.0208620689655172,0.00239840148261867,0.0266657052122661,0.505843907390712,0.195870646491673,0.000417477400169387,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.638004125123,0.108401933711152
2.7845918248153,1.51119707805894,1.03517840409119,6.68710667564861,4.68352425808861,2.90955902977584,0.00233934107342823,0.0116887404765572,0.00182782602938895,0.0454583248613302,0.447210584950528,0.13816230940712,0.00103960526840207,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.65704334548,0.0990303836527379
3.38945103306911,0.96062225199033,2.23720641843862,6.37123892798071,5.11244431911142,2.83103343048465,0.00264907016058381,0.0110344827586207,0.00023527899190127,0.0523017898327274,0.466509405345727,0.11191722089849,0.000810029738433589,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.659710604761,0.14860193721165
3.24549899125894,0.485089086906213,1.13398844119797,6.53063136263114,4.727027171717,2.52581172397271,0.00194294446182646,0.0142683932165334,0.00124042346713825,0.0399627298335161,0.435343126015528,0.149786961771412,0.000947683086114148,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.660758966643,0.153222124578323
2.49309060015135,1.94591982762595,1.53580841732606,6.14914527154942,4.70767038963774,2.54229057035805,0.00148772010649711,0.0142755728360661,0.00215820199532458,0.0336666402153655,0.453284561769867,0.184132277667286,0.00055969542673537,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.670199578014,0.201303423464043
3.96009413501739,-5.8218743161866,2.32920060101879,5.71101772671544,4.99898542289398,2.14480339935489,0.00174369579918479,0.0162068965517241,0.00215978917594409,0.033455731813432,0.464366291290752,0.168935201463886,0.00055241288750684,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.6707170126,0.0906951485472877
2.89948556601323,0.645352310252944,0.35432004092947,6.34639488452833,4.74678489719334,2.50875092705236,0.00164831438494804,0.0151724137931035,0.00185133601897528,0.0365246112591039,0.44028968710189,0.170658542110928,0.00264901469095941,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.675964173421,0.143485281712073
2.91624890839701,1.37597323640796,0.276548006475719,6.71250876874127,4.79011617090638,2.73207327139811,0.00251341661479822,0.0131034482758621,0.00126925948910199,0.0475817049217816,0.440641462867796,0.132003936899578,0.00125321217281035,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.679175250541,0.08916616041921
3.30041614410698,-1.80670778787582,1.22378543158881,5.97066064304674,4.85489843281985,2.24967027150357,0.00124390877288475,0.0203448275862069,0.00233278018654083,0.0258983157050112,0.504407698798275,0.180479687854596,0.000699294664173629,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.680143964398,0.169270994801524
3.0402347233793,-0.603629353996011,1.10854953155379,6.4354090991448,4.71700307905295,2.72974677156721,0.0022923691233108,0.0127772875332868,0.00248943263859017,0.0412099156803913,0.449701780342359,0.14912842681984,0.00170359302880225,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.684217434044,0.0892251394722172
2.75723062667491,2.03827322716858,1.18674031023873,6.72448868457858,4.71446505735997,3.05427902544387,0.00256761694862624,0.011551724137931,0.000964710314947267,0.0473086414805137,0.48175993846126,0.125869135263698,0.00154473479123197,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.697683646465,0.0718181627117815
2.52517508691882,2.60216693579343,1.71558888731175,6.26309516861933,4.83871416724315,2.80377657604472,0.00139624882686632,0.0156896551724138,0.00137504081588853,0.0315191184089413,0.514454514853256,0.145515913566649,0.000507320438288812,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.699270979991,0.127344756923302
3.00202379330525,1.80647498924402,1.21610568302424,6.70727605923375,4.87884662702674,2.98519202752636,0.00230105332307516,0.011551724137931,2.50291649837837e-05,0.0446336737046375,0.508952749757318,0.127591778420671,0.00169686982554279,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.701590717307,0.172910932016303
2.95674833065117,1.81078246637654,1.426074846228,6.64740208593465,4.83429121061082,3.15727173026639,0.00258166818739805,0.0114536922277085,0.00122413817798733,0.0498192970140697,0.459780726285159,0.112250463124344,0.00096984070563383,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.702413197807,0.150825578461899
2.95102057081068,-0.307489437498389,1.887214115254,5.96139416495427,4.82441447914992,2.43422383095148,0.00141436422174901,0.0167241379310345,0.00119014133561667,0.0307680467441075,0.512803858242853,0.170899905088226,0.000895274562322268,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.708167468391,0.121091598235953
2.60787963866808,1.77635099353482,1.37394105075209,6.44596031391051,4.75125134486409,2.75349034575565,0.00176591869479472,0.0128079388134997,4.41667236203853e-05,0.0360773398687837,0.531827121031874,0.162773689925123,0.000515698446229391,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.72542654243,0.138165597115226
2.56253764151207,1.36983044199383,0.585646154323044,6.51561647352574,4.61189782201079,2.87688927187374,0.00170694516751645,0.0151724137931035,0.00141409883866581,0.0372360849538409,0.480344267242561,0.161021012376367,0.00126456357141911,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.732790072534,0.0946784415809872
3.69667184535049,-0.520205140472662,1.3007286151147,6.33614829019289,5.21470613054703,2.39241095919817,0.00227332967466406,0.0133278869836476,0.00185866319166924,0.0413397242256843,0.447783598438897,0.117930289334185,0.00170359881591713,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.735489682267,0.133737603347266
4.07396706061653,-4.59193799640281,2.28818850250619,6.2949874514501,5.09732239429483,2.6138927822652,0.00323360104242419,0.011551724137931,0.00116014652516313,0.0483396830156149,0.452710522899373,0.109382070890464,0.00192345584592538,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.748967358355,0.0827185156826824
